id,BrandName,Sizes1,Sizes2,Sizes3,Sizes4,Gender,Currency,MRP,Discount,SellPrice,Wear Type,Category,Sleeves,Images,Quantity,TotQun,ExpDate,UpdDate,ClothName
64,croc,32,36,38,34,female,Rs,150,40%,599,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(23).jpg,695,42,12-03-2026,null,Bastblazer
65,croc,32,36,38,34,female,Rs,150,40%,749,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(24).jpg,695,42,12-03-2026,null,Bastblazer
66,croc,32,36,38,34,female,Rs,150,40%,499,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(25).jpg,695,42,12-03-2026,null,Lavenders suit
67,croc,32,36,38,34,female,Rs,1282,40%,749,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(26).jpg,695,42,12-03-2026,null,Blackleather suit
68,croc,32,36,38,34,female,Rs,1282,40%,299,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(27).jpg,695,42,12-03-2026,null,Blackleather suit
69,croc,32,36,38,34,female,Rs,1282,40%,499,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(28).jpg,695,42,12-03-2026,null,Redwoolblazer
70,croc,32,36,38,34,female,Rs,1282,40%,599,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(29).jpg,852,42,12-03-2026,null,Bluecotton suit
71,croc,32,36,38,34,female,Rs,1282,40%,299,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(30).jpg,852,42,12-03-2026,null,Skybluecottonblazer
72,croc,32,36,38,34,female,Rs,1282,40%,649,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(31).jpg,852,42,12-03-2026,null,Bluesilk suit
73,croc,32,36,38,34,female,Rs,1282,40%,849,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(32).jpg,852,42,12-03-2026,null,Lavendersilks suit
74,croc,32,36,38,34,female,Rs,1500,40%,2449,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(33).jpg,852,42,12-03-2026,null,Bluewool suit
75,croc,32,36,38,34,female,Rs,1500,40%,599,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(34).jpg,852,42,12-03-2026,null,Whitesilk suit
76,croc,32,36,38,34,female,Rs,1500,40%,1379,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(35).jpg,150,42,12-03-2026,null,Skybluecottonblazer
77,croc,32,36,38,34,female,Rs,1500,40%,849,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(36).jpg,150,42,13-03-2026,null,Skybluecottonblazer
78,croc,32,36,38,34,female,Rs,1500,40%,1615,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(37).jpg,150,42,14-03-2026,null,Printedblazer
79,croc,32,36,38,34,female,Rs,1500,40%,649,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(38).jpg,458,20,15-03-2026,null,Greyleather suit
80,croc,32,36,38,34,female,Rs,1500,40%,649,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(39).jpg,458,20,16-03-2026,null,Blacksilkblazer
81,croc,32,36,38,34,female,Rs,1500,40%,839,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(40).jpg,458,20,17-03-2026,null,Blackcotton suit
82,croc,32,36,38,34,female,Rs,1500,40%,599,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(41).jpg,127,20,18-03-2026,null,Blackcotton suit
83,croc,32,36,38,34,female,Rs,1800,40%,749,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(42).jpg,127,20,19-03-2026,null,Bluesilk suit
84,croc,32,36,38,34,female,Rs,1800,40%,499,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(43).jpg,127,83,20-03-2026,null,Greyslimfit suit
85,croc,32,36,38,34,female,Rs,1800,40%,749,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(44).jpg,127,83,21-03-2026,null,Leatherblazer
86,croc,32,36,38,34,female,Rs,1800,40%,299,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(45).jpg,127,83,22-03-2026,null,blazer
87,croc,32,36,38,34,female,Rs,1800,40%,499,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(46).jpg,127,70,23-03-2026,null,Skybluefitblazer
88,croc,32,36,38,34,female,Rs,1800,40%,599,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(47).jpg,127,70,24-03-2026,null,Greensilk suit
89,croc,32,36,38,34,female,Rs,1800,40%,299,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(48).jpg,127,52,25-03-2026,null,Blueleather suit
90,croc,32,36,38,34,female,Rs,1800,40%,649,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(49).jpg,127,52,26-03-2026,null,Greysilkblazer
91,croc,32,36,38,34,female,Rs,1800,40%,849,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(50).jpg,127,52,27-03-2026,null,Bluewoolsilkblazer
92,croc,32,36,38,34,female,Rs,1800,40%,2449,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(51).jpg,127,42,28-03-2026,null,Blueleather suit
93,croc,32,36,38,34,female,Rs,1800,40%,599,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(52).jpg,127,42,29-03-2026,null,Brownbastblazer
94,croc,32,36,38,34,female,Rs,1800,40%,1379,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(53).jpg,127,42,30-03-2026,null,Greycottonblazer
95,croc,32,36,38,34,female,Rs,1600,40%,849,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(54).jpg,127,42,31-03-2026,null,Pinksilk suit
96,croc,32,36,38,34,female,Rs,1600,40%,1615,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(55).jpg,127,42,01-04-2026,null,Blueleather suit
97,croc,32,36,38,34,female,Rs,1600,40%,649,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(56).jpg,127,20,02-04-2026,null,Bluecottonblazer
98,croc,32,36,38,34,female,Rs,1600,40%,649,suits,Westernwear,long,img_Ordclients/clientOrd/croc_Wsuit(57).jpg,695,20,03-04-2026,null,Bluecottonblazer
